name	year	occupation
Alfred Einstein	1880	writer,composer,biographer,music critic,university teacher,journalist,musicologist,music theorist,music historian
Alfred G. Allen	1867	lawyer,politician
Alfred G. Gilman	1941	pharmacist,biologist,university teacher,physiologist,pharmacologist,biochemist
Alfred Gottschalk	1930	writer,rabbi,university teacher
Alfred Grünwald	1884	writer,songwriter,lyricist,librettist
Alfred Gudeman	1862	university teacher,classical scholar,classical philologist
Alfred Gwynne Vanderbilt I	1877	businessperson,socialite
Alfred H. Colquitt	1824	lawyer,politician
Alfred H. Powell	1781	lawyer,politician
Alfred H. Rzeppa	1885	engineer
Alfred Hershey	1908	chemist,geneticist,microbiologist
Alfred Hitchcock	1899	screenwriter,cinematographer,television producer,television director,film director,film producer,director,film editor,film actor
Alfred Kinsey	1894	physician,psychologist,zoologist,biologist,university teacher,sociologist,sexologist,entomologist,sex educator
Alfred Korzybski	1879	engineer,mathematician,philosopher,linguist
Alfred Lion	1908	composer,entrepreneur,record producer
Alfred M. Freudenthal	1906	engineer,university teacher,civil engineer
Alfred Molina	1953	actor,stage actor,film producer,television actor,film actor
Alfred Métraux	1902	ethnologist,university teacher,anthropologist
Alfred Neumann	1895	screenwriter,writer,translator,literary editor
Alfred Rehder	1863	university teacher,botanist,horticulturist,dendrologist
Alfred Schild	1921	physicist,university teacher
Alfred Schütz	1899	writer,university teacher,sociologist,philosopher,musicologist
Alfred Tarski	1901	mathematician,philosopher
Alfred Thayer Mahan	1840	writer,military officer,historian,political scientist,military historian,geopolitician
Alfred Victor du Pont	1798	entrepreneur,chemist
Alfred Wagenknecht	1881	politician,journalist,trade unionist
Alfred Zeisler	1892	screenwriter,actor,film director,film producer,film actor
Ali Ahmad Jalali	1940	military personnel,politician,diplomat,university teacher,journalist,soldier,broadcaster,political analyst
Ali Cobrin	1989	television actor,film actor
Ali Hillis	1978	actor,stage actor,voice actor,television actor,film actor
Ali Javan	1926	professor,physicist,inventor
Ali Landry	1973	actor,model,television actor,film actor,beauty pageant contestant
Ali Larter	1976	actor,model,television actor,film actor
Ali LeRoi	1962	screenwriter,actor,writer,television producer,film director,film producer,television actor,podcaster
Ali Lohan	1993	actor,singer,musician,model,film actor
Ali MacGraw	1939	actor,model,television actor,film actor,autobiographer
Alice B. Toklas	1877	writer,memoirist,autobiographer
Alice Bailey	1880	writer,astrologer
Alice Bradley Sheldon	1915	writer,psychologist,artist,novelist,spy,science fiction writer,intelligence analyst
Alice Brady	1892	stage actor,film actor
Alice Coachman	1923	athletics competitor,high jumper
Alice Cogswell	1805	student
Alice Coltrane	1937	composer,composer,pianist,pianist,bandleader,bandleader,jazz musician,jazz musician,recording artist,recording artist
Alice Cooper	1948	actor,composer,singer,musician,rock musician
Alice Drummond	1928	stage actor,television actor,film actor
Alice Faye	1915	actor,singer,stage actor,voice actor,film actor
Alice Ghostley	1923	singer,musician,stage actor,television actor,film actor
Alice Ghostley	1926	singer,musician,stage actor,television actor,film actor
Alice Greczyn	1986	actor,model,television actor,film actor
Alice Hamilton	1869	writer,physician,university teacher,pathologist,toxicologist,bacteriologist
Alice Lake	1895	actor,film actor
Alice Marble	1913	tennis player,comics writer
Alice Paul	1885	jurist,suffragette,women's rights activist
Alice Peacock	1969	composer,singer-songwriter
Alice Peacock	1971	composer,singer-songwriter
Alice Pearce	1917	singer,stage actor,television actor,film actor
Alice Salomon	1872	writer,economist,social pedagogue,university teacher,social reformer,women's rights activist
Alice Sebold	1963	writer,novelist
Alice Walker	1944	screenwriter,actor,writer,poet,educator,civil rights advocate,university teacher,film producer,children's writer,novelist,essayist,short story writer,climate activist
Alice Walton	1949	entrepreneur,art collector,philanthropist
Alice Y. Ting	2000	chemist,biologist,university teacher,geneticist,academic
Alice von Hildebrand	1923	theologian,university teacher,philosopher
Alicia Coppola	1968	actor,television actor,film actor
Alicia Keys	1981	actor,composer,poet,singer,record producer,pianist,musician,art collector,presenter,recording artist
Alicia Ostriker	1937	writer,poet,university teacher,learned literary,literary scholar
Alicia Sacramone	1987	artistic gymnast
Alicia Silverstone	1976	film actor
Alicia Witt	1975	composer,singer,pianist,stage actor,voice actor,model,television actor,film actor
Alina Garciamendez	1991	association football player
Aline MacMahon	1899	actor,stage actor,film actor
Aline Terry	1900	tennis player
Alisa Weilerstein	1982	cellist
Alisha Klass	1972	actor,pornographic actor,film actor
Alison Arngrim	1962	actor,child actor,television actor,film actor,autobiographer
Alison Bales	1985	basketball player
Alison Brie	1982	screenwriter,actor,stage actor,voice actor,film producer,television actor,film actor
Alison Des Forges	1942	historian,human rights activist
Alison Knowles	1933	artist,visual artist,performance artist,drawer,sound artist,electronic literature writer
Alison Lohman	1979	actor,stage actor,voice actor,television actor,film actor
Alison Lurie	1926	screenwriter,writer,university teacher,novelist,essayist
Alison Mosshart	1978	composer,singer,singer-songwriter,guitarist,percussionist
Alison Riske-Amritraj	1990	tennis player
Alison Sudol	1984	singer-songwriter
Alison Sweeney	1976	actor,television actor,film actor
Alissa Czisny	1987	figure skater
Alistair Cockburn	1966	computer scientist,programmer
Alla Nazimova	1879	screenwriter,screenwriter,actor,actor,writer,writer,stage actor,stage actor,film director,film director,film producer,film producer,film actor,film actor
Allan Green	1979	boxer
Allan H. Meltzer	1928	professor,economist,historian,author
Allan Houser	1914	painter,sculptor
Allan Lane	1909	actor,voice actor,film producer,television actor,film actor
Allan Marquand	1853	historian,university teacher,art historian
Allan McLeod Cormack	1924	physicist,researcher,biophysicist
Allan V. Cox	1926	geologist,geographer,university teacher,geophysicist
Allen G. Debus	1926	historian,university teacher,historian of science
Allen Ginsberg	1926	screenwriter,photographer,writer,teacher,poet,playwright,musician,autobiographer,diarist
Allen Iverson	1975	rapper,basketball player
Allen W. Dulles	1893	lawyer,politician,diplomat,intelligence officer
Allene Jeanes	1906	chemist,researcher
Allene Ray	1901	actor,film actor
Allie DeBerry	1994	actor,model,television actor,film actor
Allison Balson	1969	composer,singer,singer-songwriter,radio personality,television actor,film actor
Allison Iraheta	1992	singer,singer-songwriter,guitarist
Allison Janney	1959	actor,stage actor,voice actor,television actor,film actor
Allison Mack	1982	actor,voice actor,film director,film producer,television actor,film actor
Allison Miller	1985	actor,television actor,film actor
Allison Scagliotti	1990	actor,television actor,film actor
Allison Schmitt	1990	swimmer
Allisyn Snyder	1996	actor,singer,comedian,television actor,film actor
Ally Sheedy	1962	actor,writer,stage actor,dancer,television actor,film actor
Ally Walker	1961	actor,voice actor,film director,television actor,film actor
Allysin Chaynes	1979	actor,pornographic actor
Allyson Felix	1985	sprinter,athletics competitor
Allyson Schwartz	1948	politician,social worker
Alma Gluck	1884	singer,musician,opera singer
Alma Mahler	1879	writer,composer,musician,biographer,painter,model,art collector
Alma Reville	1899	screenwriter,writer,film editor,film actor,film screenwriter
Almer Stillwell Monroney	1902	reporter,politician,president,consultant
Aloe Blacc	1979	composer,singer,musician,multi-instrumentalist,rapper
Alonzo Church	1903	computer scientist,mathematician,university teacher,philosopher
Alonzo Garcelon	1813	politician,military officer
Alonzo Mourning	1970	basketball player
Alphaeus Philemon Cole	1876	painter,etcher
Alphons J. van der Grinten	1852	cartographer
Alphonzo E. Bell, Jr.	1914	politician
Althea Gibson	1927	tennis player,golfer,tennis coach,autobiographer
Alva Noë	1964	university teacher,philosopher
Alvan Graham Clark	1832	astronomer,businessperson
Alvin Eliot Roth	1951	economist,economist,university teacher,university teacher,researcher,researcher,academic,academic,international forum participant,international forum participant
Alvin Hawkins	1821	judge,lawyer
Alvin Toffler	1928	writer,futurist,journalist,sociologist,essayist
Aly Michalka	1989	actor,composer,singer,singer-songwriter,musician,guitarist,television actor,film actor
Aly Raisman	1994	artistic gymnast
Alyson Hannigan	1974	actor,stage actor,television actor,film actor
Alyson Noël	1965	writer,flight attendant,children's writer,novelist
Alyson Reed	1958	singer,stage actor,dancer,television actor,film actor
Alyson Stoner	1993	actor,singer,voice actor,model,dancer,television actor,film actor
Alyssa Campanella	1990	model,beauty pageant contestant
Alyssa Milano	1972	actor,singer,television producer,human rights activist,stage actor,voice actor,film producer,fashion designer,television actor,film actor,child singer
Amanda Beard	1981	model,swimmer
Amanda Bearse	1958	television director,film director,television actor,film actor
Amanda Bynes	1986	actor
Amanda Detmer	1971	actor,stage actor,television actor,film actor
Amanda Jones	1835	writer,poet,inventor
Amanda Lepore	1967	actor,actor,singer,singer,musician,musician,model,model
Amanda Palmer	1976	writer,composer,singer,playwright,pianist,musician,songwriter,street artist,blogger,recording artist
Amanda Peet	1972	writer,television producer,stage actor,television actor,film actor
Amanda Plummer	1957	stage actor,television actor,film actor
Amanda Righetti	1983	actor,film producer,television actor,film actor
Amanda Seyfried	1985	actor,composer,singer,singer-songwriter,voice actor,model,television actor,film actor
Amanda Somerville	1979	composer,singer,singer-songwriter,musician,vocal coach
Amanda Swisten	1978	actor,model,television actor,film actor
Amandla Stenberg	1998	actor,television actor,film actor
Amar'e Stoudemire	1982	basketball player
Amaury Nolasco	1970	actor,television actor,film actor
Amber Heard	1986	actor,model,television actor,film actor
Amber Lynn	1964	actor,pornographic actor,webcam model,erotic photography model,model,film actor
Amber Rayne	1984	pornographic actor,model,fetish model,film actor
Amber Riley	1986	actor,stage actor,dancer,television actor,film actor
Amber Rose	1983	actor,singer,socialite,musician,model,podcaster
Amber Tamblyn	1983	screenwriter,actor,writer,poet,film director,television actor,film actor
Amber Valletta	1974	actor,model,television actor,film actor
Ambrose Akinmusire	1982	composer,trumpeter,jazz musician
Ambrose Bierce	1842	writer,poet,journalist,aphorist,science fiction writer
Ambrose E. B. Stephens	1862	lawyer,politician
Ambrose Ranney	1821	lawyer,politician
Amelia Earhart	1897	writer,journalist,aircraft pilot,travel writer,memoirist
Amelita Galli-Curci	1882	singer,opera singer
America Ferrera	1984	television producer,television director,stage actor,voice actor,television actor,film actor
Amerie	1980	actor,writer,composer,singer,record producer,singer-songwriter,television producer,musician,model,dancer,television actor,film actor
Amina Wadud	1952	university teacher,Islamicist,women's rights activist
Amitai Etzioni	1929	university teacher,sociologist
Amos Clark, Jr.	1828	businessperson,politician
Amos Vogel	1921	journalist,film critic
Amy Acker	1976	actor,voice actor,model,television actor,film actor
Amy Acuff	1975	model,athletics competitor
Amy Beach	1867	composer,pianist
Amy Brenneman	1964	screenwriter,actor,television actor,film actor,manufacturer
Amy Clampitt	1920	writer,poet,librarian
Amy Davidson	1979	actor,television actor,film actor
Amy Frazier	1972	tennis player
Amy Goodman	1957	journalist
Amy Irving	1953	actor,singer,comedian,voice actor,film producer,television actor
Amy Jo Johnson	1970	screenwriter,actor,singer,songwriter,stage actor,film director,television actor,film actor
Amy Klobuchar	1960	lawyer,politician,jurist,senator,autobiographer,international forum participant
Amy L. Lansky	1955	computer scientist,homeopath,artificial intelligence researcher
Amy Lee	1981	singer,pianist,singer-songwriter,musician,lyricist
Amy Lowell	1874	writer,poet,socialite
Amy Madigan	1950	actor,singer,television producer,stage actor,film producer,television actor,film actor
Amy Poehler	1971	screenwriter,actor,writer,television producer,television director,voice actor,film director,film producer,television actor,film actor
Amy Ried	1985	actor,pornographic actor,model
Amy Rosenzweig	1967	chemist,researcher,biochemist
Amy Ryan	1968	actor,stage actor,television actor,film actor
Amy Sedaris	1961	screenwriter,actor,writer,comedian,stage actor,voice actor,novelist,television actor,film actor
Amy Smart	1976	actor,model,television actor,film actor
Amy Tan	1952	screenwriter,writer,children's writer,novelist,essayist
Amy Van Dyken	1973	radio personality,color commentator,swimmer
Amy Wright	1950	stage actor,television actor,film actor
Amy Yasbeck	1962	actor
An Wang	1920	businessperson,engineer,computer scientist,physicist,inventor
